Wall time,Step,Value
1717586079.0317233,6400,9.538000106811523
1717586092.8452513,6500,9.532999992370605
1717586106.0298672,6600,9.460000038146973
1717586120.3915572,6700,9.526000022888184
1717586134.5148852,6800,9.467000007629395
1717586148.0269175,6900,9.447999954223633
1717586161.6600475,7000,9.402999877929688
1717586175.8508058,7100,9.47599983215332
1717586190.009687,7200,9.40999984741211
1717586203.828012,7300,9.416999816894531
1717586217.510113,7400,9.418999671936035
1717586231.568984,7500,9.41100025177002
1717586245.578093,7600,9.420000076293945
1717586259.2462149,7700,9.326000213623047
1717586273.16133,7800,9.15999984741211
1717586286.4632096,7900,8.973999977111816
1717586299.5510316,8000,8.84000015258789
1717586313.2174358,8100,8.855999946594238
1717586327.390151,8200,8.803999900817871
1717586341.5360398,8300,8.682000160217285
1717586390.1697361,8400,8.654999732971191
1717586406.1799526,8500,8.54699993133545
1717586420.059255,8600,8.590999603271484
1717586434.5625286,8700,8.565999984741211
1717586449.024748,8800,8.517999649047852
1717586463.3287497,8900,8.442000389099121
1717586477.4627895,9000,8.404000282287598
1717586491.6178162,9100,8.321999549865723
1717586506.0369754,9200,8.300999641418457
1717586520.4267824,9300,8.282999992370605
1717586534.9313378,9400,8.291000366210938
1717586549.3775203,9500,8.24899959564209
1717586564.155956,9600,8.246000289916992
1717586577.407588,9700,8.086999893188477
1717586591.7262454,9800,8.125
1717586605.8352296,9900,8.086999893188477
1717586619.5382795,10000,8.071000099182129
1717586632.9085505,10100,8.071000099182129
1717586646.506456,10200,8.045999526977539
1717586659.6635392,10300,8.02400016784668
1717586673.0114877,10400,7.966000080108643
1717586686.9724684,10500,8.053000450134277
1717586700.7324328,10600,8.005999565124512
1717586714.322409,10700,7.96999979019165
1717586727.7022653,10800,7.953000068664551
1717586741.7193377,10900,7.939000129699707
1717586756.0865326,11000,7.942999839782715
1717586769.6307156,11100,7.823999881744385
1717586783.524863,11200,7.876999855041504
1717586797.0185623,11300,7.824999809265137
1717586810.4552069,11400,7.84499979019165
1717586823.2676628,11500,7.803999900817871
1717586838.2492175,11600,7.863999843597412
1717586852.535612,11700,7.855999946594238
1717586865.694349,11800,7.7179999351501465
1717586879.5443976,11900,7.797999858856201
1717586893.9321156,12000,7.807000160217285
1717586908.1872706,12100,7.796000003814697
1717586922.4516337,12200,7.806000232696533
1717586936.2076173,12300,7.703999996185303
1717586950.1482751,12400,7.739999771118164
1717587000.5648491,12500,7.699999809265137
1717587016.7066865,12600,7.663000106811523
1717587030.090851,12700,7.611000061035156
1717587043.7047975,12800,7.565000057220459
1717587058.222915,12900,7.663000106811523
1717587072.0751493,13000,7.613999843597412
1717587086.3453422,13100,7.651000022888184
1717587100.714795,13200,7.619999885559082
1717587115.5654707,13300,7.613999843597412
1717587129.6831632,13400,7.568999767303467
1717587148.4238303,13500,7.626999855041504
1717587165.1246226,13600,7.609000205993652
1717587178.4058177,13700,7.5279998779296875
1717587191.619051,13800,7.478000164031982
1717587205.8971648,13900,7.571000099182129
1717587219.734568,14000,7.525000095367432
1717587234.1524417,14100,7.533999919891357
1717587247.7672749,14200,7.4720001220703125
1717587261.7086205,14300,7.459000110626221
1717587276.538442,14400,7.5279998779296875
1717587290.6824455,14500,7.514999866485596
1717587305.1367173,14600,7.495999813079834
1717587318.3177218,14700,7.421000003814697
1717587331.8902206,14800,7.466000080108643
1717587345.8078873,14900,7.508999824523926
1717587358.9154572,15000,7.438000202178955
1717587374.3027542,15100,7.545000076293945
1717587386.8760924,15200,7.331999778747559
1717587400.5545526,15300,7.442999839782715
1717587414.4232,15400,7.421000003814697
1717587428.8421688,15500,7.499000072479248
1717587442.7913506,15600,7.4039998054504395
1717587457.0127525,15700,7.427999973297119
1717587471.0717394,15800,7.427999973297119
1717587485.9508016,15900,7.492000102996826
1717587499.278317,16000,7.354000091552734
1717587513.5602574,16100,7.452000141143799
1717587527.1867106,16200,7.3979997634887695
1717587541.347411,16300,7.348999977111816
1717587555.8711874,16400,7.456999778747559
1717587570.2191978,16500,7.329999923706055
1717587584.9990623,16600,7.4019999504089355
1717587657.4041154,16700,7.3429999351501465
1717587672.4617534,16800,7.34499979019165
1717587687.3957696,16900,7.355000019073486
1717587701.7756183,17000,7.297999858856201
1717587715.7691247,17100,7.289000034332275
1717587730.044509,17200,7.2820000648498535
1717587744.141613,17300,7.331999778747559
1717587758.6724274,17400,7.34499979019165
1717587772.602881,17500,7.302000045776367
1717587787.5095975,17600,7.257999897003174
1717587802.9877443,17700,7.2829999923706055
1717587818.7772257,17800,7.255000114440918
1717587833.317471,17900,7.303999900817871
1717587847.4695032,18000,7.251999855041504
1717587861.9542062,18100,7.265999794006348
1717587876.403038,18200,7.2769999504089355
1717587890.0579867,18300,7.230000019073486
1717587903.9021246,18400,7.190000057220459
1717587917.5483494,18500,7.188000202178955
1717587932.2612214,18600,7.302999973297119
1717587946.0920312,18700,7.172999858856201
1717587959.7110174,18800,7.209000110626221
1717587973.7775767,18900,7.248000144958496
1717587988.580691,19000,7.210999965667725
1717588002.531858,19100,7.171000003814697
1717588018.1632955,19200,7.283999919891357
1717588032.2056289,19300,7.204999923706055
1717588045.4902127,19400,7.196000099182129
1717588059.3238199,19500,7.15500020980835
1717588072.9390643,19600,7.199999809265137
1717588086.4335573,19700,7.130000114440918
1717588100.714798,19800,7.216000080108643
1717588115.434723,19900,7.252999782562256
1717588129.9327512,20000,7.21999979019165
1717588143.8696015,20100,7.181000232696533
1717588158.2772472,20200,7.197000026702881
1717588172.3052578,20300,7.184999942779541
1717588186.7231324,20400,7.230999946594238
1717588200.2005596,20500,7.079999923706055
1717588214.426513,20600,7.177999973297119
1717588227.9944348,20700,7.072000026702881
1717588242.3947,20800,7.184999942779541
